model_uid,lvis_category,caption
d2c073af0e53198ad8aacbd4b6bfa7583656c3b21dea02d8054159c87557fb24,figurine,humanoid figure
0a2dbb80f3ec4af6add4c2c9d96e16e0,gun,rifle
12ab36d72d584876b2669e586c705a58,pottery,ceramic cup with handle
117fd775ca72c9f3798150692f5790143815ed809a41dade1c39ea2b81057a1d,rifle,gun
2fd1e660445021170952856d73df5070e163c7161bf780cceac77552592b9424,sculpture,fan-like object
096ef59ed2694bb986639341a3923ef6,sword,sword
1d1e50d65d1b4b66bc4b80435370959f,table_lamp,geometric balloon
104d28967f114ed5bb1ec9b24fa2ce74,teapot,abstract geometric object
109303ebe11245ab9adb69d69111ab52,toy,blocky robot figure
1d6e8bf734a999853ca6fcc0b125d535f445549dae4a0b9e9c67980b241bd071,box,abstract geometric sculpture
0ab71f692fb143f9a7ed64f265c7bb51,car_(automobile),classic car model
081657ab238b4cf3b032bbbadfab0737,chair,chair on square mat
0dbc666b225c4d529d5445ae846d7a308c9f541a234dd562440ad6504511d89c,cube,gray cube
11b0a189d18dbd667f9730d70b84e3ae0ba14467f1ca35f9574703fa4eac4aad,cylinder,gray circular base with studs
65707e768608b985657fd6991310151fb6cb31cf9af370080b11d39e8f19363a,figurine,abstract spherical figure
0a88ac2a2c179c5be0b417bc0e7cb7cfa5fee5e3b5709677b86b8a85a5198325,gun,disassembled firearm
1346d0c4f09b4830ab6c957b309ea84c,pottery,fragmented ceramic vessel
12362c9840454a448d41c03fb7852e90,rifle,rifle
3d0c2f7e440742a69df3416deac1c06c,sculpture,abstract gray sculpture
14173399f8e344b7801e8653b59f7f4a,statue_(sculpture),statue on pedestal
09c09b6d7cd643899017bf906f024a39,sword,sword
1e1760f5a5071496f8f4269dc76e72b8ff022d3c97894c78a8929c145f4b6d72,table_lamp,table lamp
10ac7debfc804fb68cd0cbfa3aa48ebd,teapot,abstract geometric sculpture
149abcffdc0841f6844174acb7286c1a,vase,vase
0b716e33ffae462d818c957744f7ce17,car_(automobile),gray toy car
086be698bca14d7791d9032884909954,chair,armchair
0e079756088bad62a830fc6eb271d07cef5883e5cc9ae4847c2a534f59a4dc0f,cube,gray cube
12a379bbae59bc35002566717b7d3bfdbe9f1defa4797c3dcb3260b47d318efd,cylinder,stacked cylindrical pipes
291b96af9f85417a869996b244cb1ab6,figurine,abstract humanoid figure
0add809c277465c90558ed597560ac1fa9a49ef8d3e1863971e7fd0be70d96f6,gun,assault rifle
144d39e64baa4fefa3a29940166c4273,pottery,pot
12bea6cc5949427590725eee7990c2cc,rifle,rifle
2f947ee0c960497bbecb172ee64268fb,sculpture,abstract sculpture
15b21bd294da49a98db756acf9bf24da,statue_(sculpture),statue of figure holding flag
0a17cedb8f254fca8ce0028fb8a77ab4,sword,chain link
1e9f98cce237498f9a627b15d634cb48,table_lamp,gray wedge-shaped object
11fc2c677fbc4610b1d27a30a684623a,toy,car
155ede95811b47d0a608259fd5db762d,vase,glass bottle
0bc00c7cd32c4d6da2098fbc2ab1eff0,car_(automobile),car
0ea7388289c6f4e3f4fccec690cd5350262d00064dd57a41b7abc54599dd493b,cube,gray stone object
300f0451fcc648bb9eeef62fb4b5b068,figurine,statue
0b60a90d7f5a4b24ad0656c864083983,gun,gun
157e2a073c1b4887ae8b8479e64e7dfd,pottery,vase
13ae924e17724b72bc4dd0579269eec5,rifle,rifle
7f7e997e998c4f2c82186e0b005ede6e,sculpture,geometric frame structure
165e849a9c5f47179cbffa8ed847e051,statue_(sculpture),abstract sculpture
0a4bd68fbcfe49aba85cc95b2e249116,sword,curved sword
1f076a58fb244c1eb906da3920fd8874,table_lamp,ceiling light fixture
15db8f734b8e4658a0c81276c1991722,vase,cone-shaped cup
1fa51bbb771488af5810165a7f8f035875d0855842c482a6d115e8afb386a40c,box,gray rectangular block
0c081491b8344ec5985ce5a5d94aadb5,car_(automobile),car
090e6187bc52fac313e620a73108fa94a88064917f85759ed10104c218ace2c5,chair,office chair
0f0bc138c226471a9a3bc13b80a40f3e,cube,gray geometric block
b562ef084a0bfa55139acdd227026e39794d19a9e8b6769459d7a50d7ad1dfa2,figurine,robotic insect-like creature
0bcebf0e1ba2b3f7c4b0d7bb100ac5606d03fcc99b5d45c9058f8c91f8568921,gun,gray square object
167cdacff1034d5682e89e089fb381c3,pottery,abstract figurine
149dceaa716a4f798a63bae911595508,rifle,rifle
71e41ab5dd0d4cdea828da96d2b38dad,sculpture,abstract geometric shape
16dbdeadad26460a92e805ba925ebbd3,statue_(sculpture),fragmented stone sculpture
0abd024830114195944c75c83e72a563,sword,sword
200312559807475f8ad711630d83fb30,table_lamp,furniture set
1345c413b3304ff88525294950457d5e,teapot,teapot
12e1eeff2b2544f2895c8a0f414a21d0,toy,blocky humanoid figure
0c52a0fa1ed542b6bf0e6cde3335eec6,car_(automobile),sports car model
096778c9c984481484b9963b25a3bc3b,chair,modern chair
14ac608e072541beb6d1ace01f0c8a8d,cylinder,slanted bar
a354d3f19bcab99303a519387fa0bb284748633221848d467811d7fc75252a55,figurine,helicopter
0c197cc46bac4e1db36996f967036416,gun,brush
175f2a4c5f07464bb05862e282cbc0d8,pottery,vase on stand
48d909229d594ecb9fb0ae634a2ee292,sculpture,abstract geometric sculpture
17c6f3d5418647a2a9c025597b334486,statue_(sculpture),statue of a person
0b358e6a1ffc4c979cdd1a1234a77ffe,sword,curved sword
20bbc73069b54b45a3dc29ac71e8a914,table_lamp,abstract figurine
144cf083853a43a79187bf2c240f2d19,teapot,teapot
13beb50b68f04bc484f2afc7c231d4ca,toy,abstract geometric sculpture
18783b60452c49788cf7193865ebab1b,vase,cone-shaped object
229f1a549e5a839390867c3e1cc3f0d9f5ffcb9a2e1ef05a2ae4d07e9c9adf5b,box,rectangular box with lid
0ccbbdec3020887da62bdffd56745998c7822955f381406db26fb06873801ca8,car_(automobile),toy car
09874934c2944ac598d9c533e63169d9,chair,office chair
1031257bf57c3978ec9bf81ee74fb0c5b62bf9c46742b0271427dbcac817ba05,cube,gray cube
154d641826077b4b6522507d66ef226ad1375cbace94d8fcc1b930263c51324e,cylinder,gray cylinder
6945145688d4706838ed3b79c32a0dbfde72b3a08c443146a2f294f60b80b212,figurine,spider with rider
0c531c66f46c4165b87179245fce7649,gun,assault rifle
17d8dbf7f201434f94b52aba5c1848be,pottery,gray oval object
16442be0a2b689391be63048a847b392c22d7619662b35892a40699929e8d9a9,rifle,gun
97ce02f86a0d4e639384bb58a4a2c63f,sculpture,head with hat
1841e39d850b49bd978e3c402cbd2258,statue_(sculpture),statue of person throwing balls
22a64771c8584828bfbdbf163dc4771d,table_lamp,water tower
14aa5d23c93802ad154c5650fe81a4fffb30292667ee4fac3b9592a5fb59159a,teapot,teapot
192d12fe3f9111a098dc014385c614ee46003d472c4928d3b46c105a09372ca4,vase,gray stylized flower or bud
235248794b0846738c289e2c0a310d75,box,modular storage unit
09ee62257f6740fda198aeda7f5f0254,chair,modern chair
1081845ec92fa4f5b8560ac252b7d783c9fea7d7508ff0a8da6883fc9a2555b6,cube,gray geometric block
1609eda0d19b8752a9c868d82fc37c3caf2eb3277de06c49096aa2df52cb5fb9,cylinder,gray clay-like object
3a6ea7a943604264a786a85047d98ca5,figurine,animal figurine
16de38d4cb90474ca85c5829911d2d68,rifle,stick
5a185ded6b734d7097f45f381a37b266,sculpture,locked chest with ornate lid
0bd51aeeecca4f928623f94240b048d3,sword,sword
23d15bf1dde72e76754c941b97d64617e197e82f0eaf6919c95feba554915ff0,table_lamp,abstract art sculpture
150e5a2dba1a4e08aa6c8d9eb475b102,teapot,teapot
1573da9e38a14029a41aa838e6155924,toy,mechanical device
1a5fca456e74bb76ac2f0a0d706160c3b6f27e4f3d6ec9970f6f6bbd952f29f7,vase,stone pot
2446e128f54f4d1c9bd9281fd1572f68,box,gray plastic electronic component
0d69165df33941993cd4b38e96ba92db1d631646d10672dccefd345985808d07,car_(automobile),car with detached wheel
0a179d9d496d5cd5eca36202bb610a0888f105b408c973761bb8da4a53955ca7,chair,chair
113ad9cf409792edd44b4ac8cce20c95ba742b3a6f3f2db9caa228faff35ace0,cube,abstract geometric figure
169f46367fcf41ce96e2916a6fe7066d,cylinder,gray tapered object
4bdfaef6111f56c7fb3e8d6763a750e5588d9043da7c10a79109704ea5a6f536,figurine,humanoid figure
0d2838eab1fd444999607aadd09d4e38,gun,broken shotgun
1950ba0b34fe4246ad07bfb5e9c2422d,pottery,clay vase
1746d7d785e749e1a09a8d6ea4c5684d,rifle,assault rifle
1b361308c57d4ba6bdf552697c23e1aa,statue_(sculpture),statue on pedestal
0ca092efe99944f8b532e1468b71d784,sword,sword
15b0f90649174b45b1ed55aaf8897cbd,teapot,teapot
1b248a79f2e66c1a90a9880d2f7d69ba0f5c957a83a7c3a32636f95bdd6d95e1,vase,drum
0a62f465dd4915548f5539ad2a0d94ae2e805fb0a0846095486c1d204e538bb9,chair,wooden chair
127fca54ade7453b864523188a8940ce,cube,gray cube-shaped container
17733f7d624a499982ddab5ae022485a,cylinder,cone-shaped object
fd291aa8c54fb54c5b68145272ad66fff7e321072d73deefd5f586784a85be65,figurine,humanoid figure
0d769073874b48f2a84757f4ed935319,gun,rifle
182381f5c107462a92843060fd255043,rifle,stick
3f96afa506ba4980993aff32de5b0f7b,sculpture,abstract sculpture
0d5d69c5359449769f8911fdc0c52c93,sword,sword
26567bb8d784c347417f076949af5286026cedde82b5effad661a0946a0f6490,table_lamp,adjustable desk lamp
1650eeb9d0b34c80bb13fd066f67d976,teapot,teapot
1628e32d3f844584ac1347958adea6d0,toy,robot figure
1cc98b8d9e4b4dc4832a05744bb88092,vase,vase
26671c2fa87849d2b962af6f1cee8019,box,gray rectangular box
0e56b77f281c49d2910bd334e3a21b99,car_(automobile),gray car model
12ef00e0cf1ea814d67d47cc6b71fc350e5f184d5cbe73922bf1b747c4a712c6,cube,gray rectangular block
1800f4e1e5eb3c73dd889fa324e78840239839686991e8b251bb170b7eb46cf8,cylinder,cylindrical object with hinged lid
478951b85bff028b1892a23bf53c327941eec812654b5b9534fd96fe6fe1d2ea,figurine,humanoid figure
0da315277d0b4c29bad37637b57c153e,gun,revolver pistol
1b53690dc6aa4941bcdcc3a0225efb28,pottery,abstract animal sculpture
18c60834719843948c5c26e82b4965b7,rifle,gun
ae0c1614bde34598babf804451df8b9d,sculpture,abstract sculpture
1c0919de4ae443b78b04e6989203bc11,statue_(sculpture),angel statue
0d9c868ece984e99864f0fddc3511ae0,sword,sword
2746d919b81ec16f0da9d30d4ab29d6e542f65ca5b9c32e06a95ef81389fe1f1,table_lamp,adjustable desk lamp
172476e7fbfd4140a627d27e7a7d4b39,teapot,teapot
16d1a8879dda43e4b94ca34e2cf0df28,toy,blocky humanoid figure
1d67d332c0586a409772129d871fa446ebacf5620479cd94052d013aaffec47c,vase,stone bottle
273642e45a974af347995a437570bbcd067db73a0a6847b450d68a0650424de1,box,gray geometric block
0e920973aef9eb160fba428bfb67e62dc4f4da5e75381ab01bd680ab33e83ad3,car_(automobile),broken mechanical part
0b1651753c954772b0fd2fa6541219de,chair,gray chair
1352c0695dd168da28aa5a10230728aeefda1c48634a098fcd69509fa7739008,cube,gray geometric block
18f1263ed3b48d8f0cf513b5de3c02867b1459c500c8d015fc3038fed643f7c3,cylinder,abstract geometric sculpture
d57367aeafcd1388529b89698c18452a845e981b97eea59bfd3374d5a178d8b1,figurine,abstract geometric sculpture
0e1abc94fa76473ba5a95ef4e7aab3a3,gun,sniper rifle
1d078af63bccbb19aeeef4f19621196997c06ae4fda84252d82ca8617363625e,pottery,spiky helmet-like object
195cbd04f7e048869a5fd6e9ba690275,rifle,assault rifle
7d9ea0a08e4d426ca44074a504e9892b,sculpture,abstract sculpture
1efd966590a947c1878f121aaadbeaef,statue_(sculpture),statue on pedestal
284c16cf519542c7ad688f69acb6d7ef,table_lamp,tripod floor lamp
184f6b8bd17246769483bb55e20e1f5e,teapot,teapot
1e95b7682db54f439634b2967c34f41c,vase,gray bottle
27d7fb7ddb3547ff9d19d1e93ae30732,box,gray geometric block
0ee4c65face949efa4500deb17c79150,car_(automobile),car model
0b9eea84592c4bad930d2be65bf556f6,chair,school desk
13c34e4db30e43559e1d3c5c1304af46,cube,gray square plate
19a35f4a66aa9c824d9650dabeb6799bb0295c1dfd4898d025dec157d0c816f4,cylinder,hooded robe
e38adb3b23a64dd8be1ea40710d32db9,figurine,figure with arrow
0e6a246897cb40209821473794303349,gun,gun
1e4c2dbb9534d817ef98e1ee620fe6a4ee10f3545a87ca7277fb14d3a7cf8fd0,pottery,gray abstract geometric object
1997803f29064d3aa15ac86026aaa091,rifle,gun
979bf4d46da51d2894696df41071ffcf6f09bdfd31de40ce22489999a8b8276d,sculpture,turban
1f5d4f3f963749aaa18d4c6671c3a2c4,statue_(sculpture),statue on circular base
0e3208ea814948e3beb1009bf8df120c,sword,sword
2a66631a72c640c492dd91e59c4ce418,table_lamp,wall-mounted spotlight fixture
18f5f03ae0d6454080a17005f4be29be,teapot,teapot
17ba24fdcd7440e988af8aaabe449db8,toy,abstract figurine
1f47b6b5b2ed51c820d9a97d42911b4690e5c0079ebaaa1bc4077ccf5597f342,vase,vase
285134ab18bf49d58a16f193b5403da9,box,foldable box
0f617b540c4d4baea5d0a599229b705c,car_(automobile),car
0bef58e1fce1ec8d2ac7dce0bbbaa6616b1e5ca515a853e43f1ffa1046c8aea1,chair,ceramic vessel with handle
144f6098b29b65ce9c767c33afeec5c1c08738b6f6b8a1984125aa52e100c83d,cube,gray box with lid
ca5973f4260b4906bafd482f5143210c,figurine,angel figurine
0eb6c6802fc448fa87b0c2eb46ad7194,gun,revolver pistol
1f27ea4f322643c3ab3a86633c1bd6e6,pottery,gray spherical object with protrusions
9f9fe885010d45669a5f088e332e11c0,sculpture,irregular gray rock
1fb001b0a23b008aaaecf0ad67970e643e5652b03939bd604a3e23dfc16531e1,statue_(sculpture),conical horn instrument
0ebdfcfeb4364558b71b926c4511af1b,sword,sword
2b74ed5bac0b4ee585d0eae3290464b6,table_lamp,geometric floor lamp
185271bcab61435ab5540d8688610bf1,toy,rabbit head sculpture
1fefced9c9e64921b0ad8a2c4716f98f,vase,gray cylindrical container
28d87e87fd4bf2254307e6758257da35ca6f09b3043f138a1aa7065dfffdc7f5,box,wall-mounted cabinet
0fb63c78a1ff42688e4faeee107ae06d,car_(automobile),car body
0c34d5810f8849709edeafde4fe62cd9,chair,office chair
14a411a5d953723cecb4ba9556c161460cc5663d8ab954d1ffeec328e0d5eef6,cube,box with square cutout
1b4a5759bf044798b132dc79c24bd1fb,cylinder,gray tapered cylinder
3dfd9cc8e106d1bb3dde5d0d6d42a2afc84bb7b69b78c2ae4f9b5ecb0578902b,figurine,human figure silhouette
0ef590d85b0d4a36aec98f219a1166df,gun,shotgun
201e1bb878394ae5bc8dd2224f12d51b,pottery,skull model
1acf024722684a62bff7f7e9d5900d44,rifle,rifle
9b9c9f9a96704a89b333e1e425fa46aa,sculpture,abstract gray sculpture
0f1f9a991ddd440f94fe98934388bf37,sword,stool with crossbar
2ccf7aedb8a84af98de8bfc873ce93b7,table_lamp,desk lamp
18b59eba40c34e31afec0e33356be684,toy,abstract figurine
20834dd552614542bc1c4d56010da493,vase,stone vessel
1015222933d34482aa3314b77c032c5f,car_(automobile),car
0c9d143c43e967d0072c5e47690a352edcc0d03e18d656c6fb9db276fa1e7b7a,chair,modern armchair
159d04fe59f35535e0b9d5fd106c0da5b63d0687fe8b2dc5684af3bba9b824f4,cube,gray stone-like object
1b9e0ff143e2512b7dbea4cc0838ce4b7fd71d1cc898ebaf8a49d9ca00581908,cylinder,cone-shaped object
0f3bae04187a4262ae5e15d5f44f4701,gun,firearm
20eb2403f0f44b1e87e19db7e695a938,pottery,ceramic pitcher
1be4bb0f8c05423abdccb50b779de6e6,rifle,sword
70b88112d516419f9e03e0e91575731a,sculpture,abstract sculpture
20f091e6e62648e2b120ff6875aa4ba6,statue_(sculpture),abstract sculpture
0f7db308f8d34e9fa80b1cdd4a8920a3,sword,sword
2d201e10b5a648b097ff76e0e68c04e3,table_lamp,table lamp
1ad18f61ac8c49b98439cf5c8be5dfda,teapot,teapot
1939d4edda2548af8e8d109fcdc15501,toy,toy train
212289318b8c4e7c8e59d94ab621ad9f,vase,gray geometric sculpture
2a1e2f2d605d6f43cd5d3d8c7b28d80ced3f5038e4de9981c410256cb686baff,box,gray geometric block
0ccd3aa717c84994942f58e9099dfb40,chair,abstract geometric sculpture
15e8d1ce27b076e6958e1c3561f8976d111604c3e35363aa78ffe2f4655e4b3d,cube,geometric block
1c118c351239d681860a8dacabac13fb1e0866ef35f5c19a9ae2bb6469d94501,cylinder,hockey puck
17e3845d44724364bb06d4b7f746c107,figurine,gray textured panel with central protrusion
0fb9d53ea5674c04bc3f065705c1d199,gun,submachine gun
221349dfb62d4c728230e9a4b8115956,pottery,stone fragment
1ce5315858a1469fa5a8c66e814ac0e4,rifle,rifle
ec1a9954075435ab24bed1c1fd2b58bf37d91f420ded6b56fb44436a4332254a,sculpture,low-poly animal sculpture
2156961bd7fb4eb9bf250d1e63a83c68,statue_(sculpture),statue
0ff2ce9d66454b8283804a40201bd39b,sword,sword
2dd9a1ba1c6444468d66bc020432294e,table_lamp,desk lamp
1bc1eb61fe33ae823931cace97982e90a41e5459d53b285e35d30a0be4bdee8f,teapot,kettle
199881600131e1eb6e40156d5c1a5d9aa07dc301c97b823efb89ff19bc895a87,toy,robotic figure
21bc46372c4d47f4a099af0e8d15d331,vase,vase
2ac8a29b8bfa48744601f8f57f3354aaebd51dd19fc3e3f8138a09ee641bc905,box,rectangular panel
108f944e8b0023e794a5ec5ac96dba2e25dbfe1224d7438c54e19a57b1b190c9,car_(automobile),car phone mount
0cf3a7f22e6aef094cc5d83a8dd96ea3d9e9d0cb19bee831b2934f416e6c13aa,chair,chair
163948adef7e43959efaaca640e1d2fe,cube,geometric block
1c9abaad9d1133b0349aa8ba23753f62f4d1148857fc74b5d45c08d281995336,cylinder,gray cylinder
7a50548a2d9db8f463642f5c676fcdec504a5b4759b323fbac470a2379310511,figurine,abstract sculptural figure
22929fd1943945118562ff2e6fd2f35d,pottery,abstract gray object
1eb47085100a4b8390b59755b4583ebc,sculpture,hand-shaped bottle
21d87fa22c8d4d75847f47cce56f2738,statue_(sculpture),bell-shaped object
105a6c0f39e140ad99794a66f250de04,sword,sword
1cbf0746662a0a3ea0a6cd48ee24b3d3e5db03a0b55b9a8955d851bf98057185,teapot,teapot
1a66dd8b925c4a66b545de5c2f3f21d9,toy,gray abstract sculpture
22ad4f8ccb774f739629f44172d84a4d,vase,vase
2b82f2d72ca54dc89726e83e5293ee2e,box,gray cube
10ecc030e12e44849ebc2143a3e1efce,car_(automobile),car body shell
0d3990d538994c3880950ae2173cde1f,chair,modern lounge chair
168009a891364c0db131615e1a0f2682,cube,abstract geometric shapes
1cfbfc226824f0f1d8eef7510d06704bb4fe6e9048966f1c5217a5e01d8a71bb,cylinder,capped bottle lid
e4bdbba9b2ae4d71af75883efcfb42ea,figurine,monster figurine
10af45bad04245deb8f32eacee085b9d,gun,pistol
23c72f2a3323445287873cbc9269c69e,pottery,stone tool fragment
1ea2034f15b58df7bd84b8b281d80a23b044fc1a6c63d67b1cf03def8036d8f0,rifle,gun
dc92ce061fef1bd6064602cd0bc5916b35231c0c98fdac7922078d1116d86bef,sculpture,sculpted head
22393c09e0f4b6e2a8a509e98ea227a72b28075431ace3db2473529bbfc24a0b,statue_(sculpture),statue on pedestal
10f39751816a4212aee96f6d29bb2a97,sword,sword
2f1e9869b8c7466f855401cff596291d,table_lamp,abstract geometric sculpture
1b11b02d97fe4dedbe299ff36266fe20,toy,gray blocky robot figure
0dbcce0b7f4d4d1fb7e08b16abb33f6a,chair,abstract chair-like object
16f7b0b18e5b45559ed03cee97797be4,cube,abstract geometric sculpture
1dd978e9e8ff48bd81dadb3f06b1cfe9,cylinder,cone-shaped container
dc28d0d6bf62e8f60d2f8e06d5429bb3412e87715a57b8f44ac7d0ecc453e254,figurine,robotic figure
110ee686a02f4b31ab9a0890122ede84,gun,revolver pistol
243e99d682b64fda9be2a10e5bd6723f,pottery,vase
1fb4ef0e95234c0f91e7312759c6ecc1,rifle,rifle
0f0f4af851fe4319c3f051d8a8dce07b773395e8028cf188122d1aea92a899f1,sculpture,Sonic the Hedgehog character
231a3db99392418aaa4a5b01a936a81f,statue_(sculpture),bust sculpture
3044cf5e9bed97d65785a46737a6a4cb3adf354747a244bac02c4304b976e35d,table_lamp,floor lamp
1e1d7bd5c1f7446e8d5121bc73efb014,teapot,teapot
1bc33848ccba4db68515e25867dc464b,toy,artillery cannon
240612f9d86345248437f806dfe628b3,vase,gray vase
2c80770b78554838a4adfd1bd478d75f,box,gray box with opening
122e78812df9502b6fe302b5f3398fb47193b034a3aaf0548b2c6fb65c5ba98f,car_(automobile),broken car part
0e0c979bb16449a5a83754e459ac11a9,chair,abstract chair sculpture
6ac1109858d4aa49caed51408d9d4ef3aa466cff19bd8db6d2768d41a6fec19f,figurine,human figure
118ee9fe355d476dad567945052a31b6,gun,pistol
20c8d821adbb4f8b9015e68661d2b27f,rifle,sniper rifle
49ea25ed3ba97936981126515c33dd9f283baa2510a578cd630f8505b3a3af11,sculpture,chess piece
235ed4c68c3bc0576800a55b20deebaac5cea1dd5316308f401b162f7e4a2a30,statue_(sculpture),crumpled paper object
119ed8d9e40b4d9abec30d67a3020a0e,sword,sword
31029e80b09048cbb386e36b2da47d70,table_lamp,adjustable desk lamp
1f4127d167f45520048d7fb38ae2c055335bdbb4a3cd33bf7961857aba0d63da,teapot,teapot
1cd28aeb07ee49adb3094c0e36891bd9,toy,gray spherical object with protrusions
24b62815daca4aa5ac9764cc82c290c6,vase,abstract geometric sculpture
2dd539f2b1db46ed8ec10ee03b5f394a,box,gray cube with handle
12a78a8d517ba4c73ff6ea1b7d65c00dfdd7fb7f9181acb6ab4fdba42ac8a73d,car_(automobile),abstract geometric block
0e3bdb77aa9246ceb90b5710f0a31533,chair,folding chair
178cbbb855a64ed78037a9a86df88318,cube,abstract geometric sculpture
1f1e8fa918b1cc6f9241286f39d31a44393242a8b31ff20e6808d871cff83414,cylinder,cylindrical pipe fitting
9192c58b4e51db3c9905abbd9a3da5e7ed1cd325170200680ea8f676eb37a19a,figurine,humanoid figure
11d18396863242a19e29e0259755bfa9,gun,gun
2568475ced4e44dab82e5f60149669fc,pottery,donut-shaped object
21424ae965954c97aa7cf5c4dabaa004,rifle,rifle
65692dcd2b1b42dc9b33c811d84f2ded,sculpture,statue on pedestal
24348d06ba174dd7a13b7d206b6e24be,statue_(sculpture),statue on pedestal
1212f59be1a74cab93781dc940bd2c53,sword,knife
3252c62331a458426b68dcdbf23b9e8e2a4cd87ff9a831edacf6aed29d23651d,table_lamp,stacked rectangular blocks
1e6a7320337c75f6196892fb5b5fc89d4a732e7c6250381dd66ef7165697f0ab,toy,3D printed tractor model
2517217f56e22f361a630edc96226c21b883a122468f3798f7643f606a6da95f,vase,cylindrical connector piece
2e54733370a84336961554db3bb7b0a2,box,box-like structure
130aa1a21cd24aa683e7b8e7c4b02644,car_(automobile),car on platform
0e861d7e379641db81e24a39f679cddd,chair,abstract geometric sculpture
1862b724b4604160a12c6fa5bb39d94f,cube,stone block
1fd1a087dc264cc1b12ca46dd45ad724,cylinder,gray plastic bottle
